average_entropy,average_policy_loss,average_value,average_value_loss,eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,explained_variance,fps,n_updates,num_ppo_update,steps,total_steps
2.5685592,-0.0032865707390010357,3.4601755,0.23258160874247552,302.84,5.0,298.05,5.1,0.9457772216489184,3678,8952,373.0,95488,6111232
2.5980704,-0.003479533097706735,2.8356674,0.1955224175006151,267.54,5.7,298.07,5.2,0.9557601319618577,3644,8976,374.0,95744,6127616
2.5824068,-0.003937463238835335,2.733813,0.19980558671057225,284.46,5.4,256.38,6.0,0.9311779153550953,3622,9000,375.0,96000,6144000
2.5874512,-0.004013027602341026,2.8025784,0.20329017259180546,264.92,5.8,244.18,6.1,0.9385573562340565,3584,9024,376.0,96256,6160384
2.6052363,-0.004065885131713003,2.450286,0.1808899675309658,268.67,6.0,282.52,5.3,0.964938491612997,3652,9048,377.0,96512,6176768
2.5997267,-0.004575226453598588,2.193549,0.19444997079670429,243.43,6.4,287.15,5.2,0.9406338375521281,3662,9072,378.0,96768,6193152
2.607509,-0.004357729263138026,2.310276,0.18600700698792935,241.28,6.3,270.54,5.8,0.9524910168374978,3637,9096,379.0,97024,6209536
2.5879235,-0.0036957832844927907,3.0792212,0.16310891427099705,288.76,5.1,261.3,6.1,0.973846088167833,3691,9120,380.0,97280,6225920
2.5629594,-0.004324177384842187,3.3965216,0.16770362071692943,226.24,6.4,243.99,6.3,0.9659036646600772,3628,9144,381.0,97536,6242304
2.5510385,-0.0032742904801853,3.0792246,0.16662285022437573,243.63,6.0,255.21,6.0,0.952008013708582,3655,9168,382.0,97792,6258688
2.576292,-0.003476409933064133,2.6295748,0.18113138161599637,279.28,5.5,278.04,5.5,0.9407745897178035,3622,9192,383.0,98048,6275072
2.592028,-0.002976274697575718,2.3880312,0.2061709988862276,272.03,5.8,263.27,5.8,0.9394874419261625,3663,9216,384.0,98304,6291456
2.58471,-0.003286954304203391,2.3505414,0.20005942970514298,274.49,5.4,259.75,6.1,0.9619921570919859,3672,9240,385.0,98560,6307840
2.5950913,-0.003237810106948018,2.3384535,0.19427128300070762,276.63,5.6,240.93,6.3,0.9559753217597301,3709,9264,386.0,98816,6324224
2.5701225,-0.004045354146510363,2.6498094,0.168463196977973,251.34,5.9,248.81,6.0,0.9655546919498689,3635,9288,387.0,99072,6340608
2.576913,-0.004083230495452881,2.6194763,0.15827379129827024,264.78,6.0,267.4,5.4,0.9514075882051516,3684,9312,388.0,99328,6356992
2.568695,-0.004115304434671998,2.6060019,0.1799386729300022,249.82,6.4,233.83,6.2,0.9467596233958454,3658,9336,389.0,99584,6373376
2.5743823,-0.004706766819581389,2.1148906,0.16748388439416886,279.89,5.6,262.54,5.7,0.9706631093089998,3682,9360,390.0,99840,6389760
2.5679004,-0.004986175177618861,2.795583,0.1662478344887495,338.03,4.6,236.21,6.5,0.9637899348212013,3639,9384,391.0,100096,6406144
2.5502987,-0.005106936069205403,2.8428237,0.1584506319463253,306.97,4.7,273.09,5.2,0.9635906204359141,3675,9408,392.0,100352,6422528
2.532499,-0.0045067247608676555,2.83688,0.18080595433712005,254.11,6.0,315.77,4.4,0.9286033790791971,3652,9432,393.0,100608,6438912
2.497861,-0.00455533109139651,3.5603619,0.20809911087155342,272.16,5.8,252.94,5.8,0.9433542577486137,3692,9456,394.0,100864,6455296
2.524357,-0.004551031333394348,3.1416879,0.22285184912383557,278.38,5.5,251.4,6.3,0.9590696687336654,3641,9480,395.0,101120,6471680
2.5406077,-0.004122727117501199,2.690589,0.2465360240638256,283.89,5.5,280.88,5.8,0.9302136766310423,3652,9504,396.0,101376,6488064
2.5547006,-0.004174514524638653,2.750414,0.2626466528326273,262.41,5.9,269.14,5.6,0.909689008972034,3631,9528,397.0,101632,6504448
2.5190363,-0.004578797547146678,3.4638693,0.2522404494136572,238.96,6.4,254.36,6.0,0.947536946649201,3690,9552,398.0,101888,6520832
2.5552514,-0.0038593526324257254,2.68994,0.2837324257194996,222.52,6.8,277.74,5.4,0.9159395607563916,3696,9576,399.0,102144,6537216
2.554971,-0.004246649339329452,2.8305078,0.2711056040227413,266.04,6.0,290.54,5.3,0.9534473339599876,3667,9600,400.0,102400,6553600
2.5402055,-0.0040961784403771165,2.9974496,0.23258601352572442,269.8,5.5,268.49,6.1,0.9633187926269341,3704,9624,401.0,102656,6569984
2.559684,-0.003837343384511769,2.31976,0.24200849279761313,233.74,6.7,238.93,6.3,0.9334142372322867,3676,9648,402.0,102912,6586368
2.547463,-0.004153053271584213,2.8357525,0.20834687620401382,244.67,6.2,285.26,5.3,0.9542937307230767,3703,9672,403.0,103168,6602752
2.5147796,-0.00434556478401646,3.2768927,0.2207215392589569,278.32,5.4,286.49,5.2,0.942670943746859,3681,9696,404.0,103424,6619136
2.498997,-0.004279839573428035,3.690483,0.25689020574092863,293.16,5.2,254.96,6.2,0.9360780495434471,3646,9720,405.0,103680,6635520
2.5664747,-0.004202979258261621,2.3892627,0.264146476238966,248.55,6.0,273.67,6.2,0.9314467835317879,3690,9744,406.0,103936,6651904
2.560228,-0.004463208396919072,2.8900352,0.27530367210507395,258.43,5.9,296.04,5.6,0.9449959441758399,3630,9768,407.0,104192,6668288
2.5485322,-0.004296743569429964,3.0493746,0.2566947764158249,271.82,5.8,276.4,5.6,0.9661950717293128,3655,9792,408.0,104448,6684672
2.5284722,-0.0050926100905053315,3.0770934,0.22149604812264442,254.03,6.1,246.49,6.1,0.959576699354385,3633,9816,409.0,104704,6701056
2.5291762,-0.003934286390431225,2.5116565,0.208071498721838,275.58,5.9,247.85,6.1,0.9461951756961529,3686,9840,410.0,104960,6717440
2.5355415,-0.004630502425134182,2.507535,0.20521856650710105,273.09,5.7,264.21,5.8,0.9457425832287017,3662,9864,411.0,105216,6733824
2.513769,-0.004185738277155906,3.2966793,0.20807088017463685,253.01,6.0,272.54,5.6,0.9608072146384218,3708,9888,412.0,105472,6750208
2.5473742,-0.003445053824689239,2.8791509,0.22796551436185836,235.43,6.5,265.15,6.0,0.943406154240471,3671,9912,413.0,105728,6766592
2.5202389,-0.004823888349346816,3.2786534,0.23801789417862892,224.14,6.3,255.84,6.4,0.9377036586184511,3699,9936,414.0,105984,6782976
2.5434263,-0.004086974479723722,3.1812875,0.2353300240635872,273.28,5.2,271.01,5.7,0.9443515336810321,3666,9960,415.0,106240,6799360
2.524831,-0.004257568223401904,3.0856693,0.2437930080294609,315.31,4.7,271.91,5.6,0.9343835474494899,3686,9984,416.0,106496,6815744
2.5186245,-0.005233776853419841,3.3347564,0.26311334982514384,276.54,5.5,232.05,6.1,0.9281479779872768,3656,10008,417.0,106752,6832128
2.5654933,-0.004446630126331001,2.4031317,0.25005420595407485,235.66,6.3,252.52,6.0,0.9520035350094628,3657,10032,418.0,107008,6848512
2.5553355,-0.004518325002864003,3.1762774,0.23682501286268234,231.73,6.0,223.25,6.8,0.9499792321368634,3703,10056,419.0,107264,6864896
2.5538979,-0.0041881314129568635,3.0463674,0.21672768108546733,250.82,5.8,243.82,6.2,0.9646482189613148,3659,10080,420.0,107520,6881280
2.5746455,-0.0038828308251686395,2.2961326,0.1858012353628874,307.99,4.7,239.84,5.9,0.9385133692281712,3706,10104,421.0,107776,6897664
2.5636718,-0.004201354912947863,2.7389307,0.17514685086905957,296.16,4.9,240.89,6.0,0.9570415326793553,3665,10128,422.0,108032,6914048
2.5677443,-0.004363225696142763,2.285047,0.199017880782485,246.54,6.0,241.74,6.0,0.9283175357819629,3699,10152,423.0,108288,6930432
2.5832307,-0.005742089040577412,2.3076494,0.2059498029947281,260.15,5.6,234.17,6.4,0.94724158205277,3650,10176,424.0,108544,6946816
2.581658,-0.005132355920504778,2.7420523,0.21351401694118977,291.01,4.9,256.87,6.0,0.9384175100222587,3699,10200,425.0,108800,6963200
2.5787284,-0.0054120788746513425,3.0124912,0.20873296298086644,226.79,6.2,281.32,5.5,0.9589805472062993,3623,10224,426.0,109056,6979584
2.585401,-0.0055798069993034,2.4399536,0.2211035390943289,205.33,7.0,236.37,6.7,0.9319759654739632,3681,10248,427.0,109312,6995968
2.6045034,-0.004893932701088488,2.1147666,0.20540758021175862,238.75,6.3,256.43,5.7,0.9602672438913198,3631,10272,428.0,109568,7012352
2.5921147,-0.005921368594281376,2.507165,0.21641275003552438,284.43,5.4,252.03,6.0,0.9258286304406972,3676,10296,429.0,109824,7028736
2.5944674,-0.004762974025215954,2.3810406,0.22390900686383247,258.22,5.9,245.22,6.1,0.9392615596611262,3642,10320,430.0,110080,7045120
2.568571,-0.005124262848403305,2.8350708,0.20147090047597885,250.14,5.7,213.52,6.6,0.9457597037527514,3690,10344,431.0,110336,7061504
2.5667865,-0.004943223926238716,2.9446802,0.20849409729242324,278.63,5.4,196.61,7.3,0.9549215978670935,3655,10368,432.0,110592,7077888
2.5679283,-0.004744184038136154,2.636306,0.2339995250105858,283.47,5.5,234.32,6.3,0.9155799584748655,3700,10392,433.0,110848,7094272
2.533224,-0.004754089266061783,3.2366493,0.2298245457559824,263.12,5.7,267.64,5.5,0.9448536490581069,3683,10416,434.0,111104,7110656
2.5547402,-0.00484775107819587,2.8865728,0.24329225428402423,262.18,5.7,244.23,6.6,0.9303061858031716,3629,10440,435.0,111360,7127040
2.5616698,-0.004148982055485248,2.408315,0.22778321981430052,279.89,5.3,244.85,6.5,0.9602976817694764,3685,10464,436.0,111616,7143424
2.5458128,-0.004916167198680341,2.7128794,0.21792016923427582,291.9,4.9,215.53,7.1,0.9300358201794463,3627,10488,437.0,111872,7159808
2.5618095,-0.004636311852373183,2.460965,0.21893961988389493,263.46,5.7,237.17,6.6,0.9492696466956483,3658,10512,438.0,112128,7176192
2.566874,-0.004930972629226744,2.3135343,0.226053678765893,293.18,5.2,276.13,5.7,0.914868978726599,3660,10536,439.0,112384,7192576
2.581127,-0.005146567584015429,2.676796,0.2569002493470907,262.22,5.9,284.62,5.2,0.9202600767899733,3647,10560,440.0,112640,7208960
2.5833733,-0.004836790258996189,2.4220772,0.25809406250715256,212.14,6.8,229.01,6.7,0.9356442659873974,3698,10584,441.0,112896,7225344
2.5757527,-0.004198745605535805,2.1711335,0.25279802963137626,218.2,6.8,223.82,6.8,0.9430960094154606,3646,10608,442.0,113152,7241728
2.5215313,-0.004356936444528401,3.28842,0.23767303198575973,269.34,5.8,224.66,6.4,0.9478156289921369,3659,10632,443.0,113408,7258112
2.5331392,-0.005332172270864248,2.749078,0.21773264274001122,300.33,5.2,234.65,6.2,0.9520270915375533,3619,10656,444.0,113664,7274496
2.5765572,-0.004387987842783332,2.016312,0.2045877206325531,292.26,5.1,233.89,6.2,0.9451791759859187,3671,10680,445.0,113920,7290880
2.5773256,-0.004823048347607255,2.1276782,0.20856726825237273,271.73,5.3,269.61,5.7,0.92991899915785,3648,10704,446.0,114176,7307264
2.5350738,-0.004129524268209934,2.5859685,0.21422253385186196,288.0,5.2,278.64,5.3,0.9388813043115197,3674,10728,447.0,114432,7323648
2.5510924,-0.004793183971196413,2.1706555,0.21343145966529847,248.15,6.2,286.66,5.1,0.9436814393721699,3625,10752,448.0,114688,7340032
2.5462382,-0.00476440922357142,2.9240406,0.2299163070321083,244.63,6.2,271.56,5.4,0.9313714868752889,3658,10776,449.0,114944,7356416
2.554979,-0.00416708012809977,2.8056936,0.2542663308978081,237.94,6.6,256.4,5.9,0.9287477460325997,3615,10800,450.0,115200,7372800
2.567099,-0.004690345607232302,2.725043,0.2558114264905453,225.27,6.5,245.94,6.0,0.9443563278770053,3694,10824,451.0,115456,7389184
2.57132,-0.004084315446671098,2.4202452,0.24328439988195896,265.34,5.6,235.83,6.5,0.9634975286146126,3665,10848,452.0,115712,7405568
2.5561876,-0.00434976649004966,2.6161253,0.2483122543245554,232.91,6.2,244.62,6.3,0.9317421112860461,3692,10872,453.0,115968,7421952
2.580681,-0.005324507250916213,1.9479522,0.21051509246230127,266.33,5.6,232.76,6.3,0.9626981125294589,3667,10896,454.0,116224,7438336
2.5833914,-0.004813928571529687,2.172583,0.2003853887319565,226.48,6.3,247.89,6.3,0.9455960830447107,3693,10920,455.0,116480,7454720
2.5510302,-0.00489795055706054,3.0122688,0.20352862015366555,247.59,5.6,272.73,5.9,0.9529477237421391,3654,10944,456.0,116736,7471104
2.5850272,-0.0045081203524023295,2.2222276,0.17215921066701412,241.76,5.9,243.58,6.4,0.9641366675654963,3654,10968,457.0,116992,7487488
2.5382466,-0.004648552676662802,3.0543492,0.19409614101052283,267.92,5.4,269.87,5.8,0.9399010051395925,3681,10992,458.0,117248,7503872
2.5206168,-0.004243534489069134,2.9624252,0.18795861855149268,281.17,5.4,252.53,6.1,0.9601149619842646,3645,11016,459.0,117504,7520256
2.523137,-0.004366298639215529,2.84908,0.20182137161493302,307.85,4.7,250.13,6.0,0.9334968970339448,3657,11040,460.0,117760,7536640
2.5417404,-0.004113244211766869,2.861253,0.22418710947036743,289.3,5.3,260.69,5.9,0.9488205030906359,3613,11064,461.0,118016,7553024
2.5380595,-0.005336838660296053,2.5711324,0.2527706645429134,234.13,6.5,224.79,6.6,0.9165123494026538,3663,11088,462.0,118272,7569408
2.534523,-0.0052037298423238095,2.4822826,0.25149466797709463,238.06,6.3,242.98,6.3,0.9539177975868463,3640,11112,463.0,118528,7585792
2.486077,-0.004193712212145329,2.8499777,0.2587852618098259,233.66,6.2,244.97,6.3,0.936691982029085,3690,11136,464.0,118784,7602176
2.5078738,-0.004091332992538809,2.8570597,0.25299342662096025,232.35,6.4,252.44,6.3,0.9512109419223982,3647,11160,465.0,119040,7618560
2.5100665,-0.004508561240509152,2.4985,0.235058746188879,250.81,6.1,235.68,6.4,0.9352768162835625,3694,11184,466.0,119296,7634944
2.5296152,-0.003958466348703951,2.3388839,0.2267874537408352,230.4,6.4,227.59,6.3,0.953881850038653,3628,11208,467.0,119552,7651328
2.5256488,-0.0037419328186661005,2.4789937,0.22772755846381187,237.86,5.9,238.76,6.1,0.9318212548209972,3682,11232,468.0,119808,7667712
2.5414615,-0.004738548882305622,2.4715927,0.2422119729220867,254.58,6.0,274.48,5.5,0.9201068513047985,3649,11256,469.0,120064,7684096
2.4958496,-0.004492117734625936,2.6713476,0.2158181931823492,244.73,6.2,264.03,5.5,0.9504880140965306,3693,11280,470.0,120320,7700480
2.4961007,-0.004977528175804764,3.243189,0.22143125407397746,246.51,6.1,256.52,5.8,0.9389879632188187,3673,11304,471.0,120576,7716864
2.518288,-0.00481034025317058,3.1022189,0.1972802672535181,248.0,5.8,287.31,5.3,0.9610739186246188,3655,11328,472.0,120832,7733248
2.5064187,-0.005233594509772957,3.00157,0.17171744756400587,254.01,5.7,256.08,6.2,0.9552740334408846,3666,11352,473.0,121088,7749632
2.5062284,-0.0042045493819750845,2.7668614,0.19873351335525513,227.78,6.4,268.63,5.9,0.9256778247997594,3641,11376,474.0,121344,7766016
2.5371344,-0.004361861512297765,2.3843756,0.19375229939818384,245.41,5.7,293.44,5.3,0.9427360536033924,3686,11400,475.0,121600,7782400
2.5276597,-0.004250854075653478,2.7066975,0.2167768244445324,280.91,5.1,245.78,6.4,0.9374140842982587,3642,11424,476.0,121856,7798784
2.5402186,-0.0034663827379699795,2.404002,0.2391116712987423,255.53,6.2,257.12,5.9,0.9289396735846793,3689,11448,477.0,122112,7815168
2.554685,-0.004056437757099047,2.294142,0.24750371590256692,250.45,6.3,265.56,5.8,0.9007159800758965,3657,11472,478.0,122368,7831552
2.5502186,-0.004407270641531795,2.444786,0.2626638665795326,232.83,6.5,222.12,6.8,0.9343546738740632,3677,11496,479.0,122624,7847936
2.5273864,-0.00435250464361161,2.517576,0.24876406729221345,257.39,5.8,246.84,6.1,0.9437619559343928,3657,11520,480.0,122880,7864320
2.539151,-0.004213594137690961,2.361934,0.23976342841982842,242.05,6.1,269.2,5.5,0.9412900539171909,3686,11544,481.0,123136,7880704
2.4823518,-0.004499209560453892,3.2356563,0.2218243557214737,223.53,6.5,225.93,6.4,0.9383725106677694,3644,11568,482.0,123392,7897088
2.5157347,-0.005330182272009551,3.0717976,0.23007966607809066,237.2,6.2,221.1,6.6,0.9089333620479964,3690,11592,483.0,123648,7913472
2.5454185,-0.004498056077864021,2.931097,0.25124577090144157,227.51,6.7,219.37,6.3,0.9314974192405265,3633,11616,484.0,123904,7929856
2.5726767,-0.004732536559458822,2.3005805,0.24795938089489936,240.37,6.2,229.62,6.3,0.9497003813021009,3651,11640,485.0,124160,7946240
2.5363731,-0.005303720289375633,2.7324145,0.24680569469928743,254.98,6.0,226.58,6.2,0.9330057402364328,3644,11664,486.0,124416,7962624
2.529645,-0.004958513510646298,3.1387272,0.2257619495689869,245.22,6.0,232.52,6.2,0.9521200662787589,3629,11688,487.0,124672,7979008
2.5617244,-0.004145378990797326,2.5514996,0.2190531910955906,266.61,5.8,248.51,5.9,0.9278420080311414,3657,11712,488.0,124928,7995392
2.555989,-0.0037441635888535527,2.6849158,0.25282639771699905,254.13,6.2,220.23,6.4,0.9068760792311386,3663,11736,489.0,125184,8011776
2.5510404,-0.004051851538242772,3.0350251,0.2577893820405006,272.42,5.9,211.02,6.6,0.9500137428562769,3647,11760,490.0,125440,8028160
2.517888,-0.004198129347059876,3.5213706,0.2830037599802017,255.2,6.0,241.45,6.3,0.9317931466877895,3699,11784,491.0,125696,8044544
2.5223775,-0.004118600946385414,3.0656366,0.2830648086965084,227.54,6.3,250.86,6.2,0.9356561222380971,3664,11808,492.0,125952,8060928
2.5451674,-0.004445039504207671,2.8478146,0.254318887591362,232.55,6.2,247.45,5.9,0.937801940656119,3688,11832,493.0,126208,8077312
2.5434854,-0.004381984763313085,2.891817,0.24146148800849915,245.34,5.6,226.0,6.3,0.9518743589071248,3695,11856,494.0,126464,8093696
2.5366912,-0.00479681919561699,3.439072,0.2149441508203745,266.34,5.5,268.97,5.4,0.9491941064377667,3661,11880,495.0,126720,8110080
2.5688555,-0.0036400054325349627,2.953986,0.18477414056658745,248.8,5.8,274.64,5.3,0.9696785618575156,3693,11904,496.0,126976,8126464
2.564316,-0.0035658583440817894,2.483643,0.1940091371536255,244.55,6.1,256.5,5.9,0.9253785849163614,3644,11928,497.0,127232,8142848
2.536754,-0.003993510778527707,2.7562373,0.2001709358394146,227.03,6.5,236.1,6.4,0.9336758854589776,3686,11952,498.0,127488,8159232
2.5831692,-0.0047920664306730035,2.6027715,0.19790597699582577,212.09,6.5,216.51,6.9,0.9622639755233688,3650,11976,499.0,127744,8175616
2.58734,-0.004652132967021316,3.2416925,0.20062644429504872,226.82,6.0,263.11,6.1,0.9658384462522661,3707,12000,500.0,128000,8192000
2.5933073,-0.004667842935305089,2.8208015,0.21534465946257114,257.5,5.7,238.33,6.4,0.9323286806115026,3658,12024,501.0,128256,8208384
2.5689673,-0.005565538152586669,3.0997033,0.23276289843022824,218.34,6.8,196.08,6.8,0.9214085681730959,3701,12048,502.0,128512,8224768
2.5644693,-0.005550376360770315,2.9643798,0.2510121511667967,239.66,5.8,245.79,6.1,0.9305668718882429,3637,12072,503.0,128768,8241152
2.5880756,-0.00519307711860165,2.5665138,0.29196039244532584,252.63,6.3,283.98,5.5,0.9021331065194448,3709,12096,504.0,129024,8257536
2.5800264,-0.005055549303069711,2.8393884,0.2728229033946991,232.19,6.4,284.07,5.5,0.9488093260227645,3634,12120,505.0,129280,8273920
2.6035047,-0.004259370397776365,2.287778,0.2502672474086285,234.74,6.1,263.62,5.8,0.9379174451760067,3671,12144,506.0,129536,8290304
2.6031075,-0.005052256917115301,2.6552985,0.24905158713459968,241.41,6.1,274.02,5.8,0.9193521324081982,3659,12168,507.0,129792,8306688
2.574126,-0.004006996271200478,2.802105,0.2159342522919178,233.97,6.4,271.4,5.8,0.9618509063780574,3711,12192,508.0,130048,8323072
2.5542133,-0.005025838129222393,3.0513344,0.19715720281004906,227.68,6.4,259.43,6.0,0.9710760374750445,3647,12216,509.0,130304,8339456
2.5585425,-0.005229369183070958,3.07685,0.20705178812146185,249.83,6.2,259.02,5.8,0.9437363270385289,3663,12240,510.0,130560,8355840
2.5492446,-0.004758757380768657,3.1505644,0.19957635954022407,251.54,6.2,291.06,5.3,0.9444545559285369,3645,12264,511.0,130816,8372224
2.575728,-0.004627494728192687,3.075307,0.21199706420302392,238.79,6.2,317.18,4.9,0.9361656909709515,3655,12288,512.0,131072,8388608
2.5483987,-0.004623076096177101,3.1231256,0.23504499182105065,219.28,6.9,218.31,6.5,0.9457416727070131,3625,12312,513.0,131328,8404992
2.5342715,-0.004234677460044622,3.180588,0.23348992735147475,238.47,6.5,258.29,5.7,0.953505892726692,3655,12336,514.0,131584,8421376
2.528022,-0.004124159263446927,3.6179092,0.2417152391374111,225.84,6.7,283.32,5.2,0.9378697111226358,3623,12360,515.0,131840,8437760
2.5264032,-0.005235051559284329,3.5145054,0.23342334926128389,241.99,6.4,195.71,6.9,0.9563253560691297,3698,12384,516.0,132096,8454144
2.5656044,-0.005744048827327788,3.148119,0.23105496153235436,212.09,6.8,185.4,7.2,0.9432038004856271,3638,12408,517.0,132352,8470528
2.5271542,-0.005287448549643159,3.7081225,0.22117336928844453,202.3,7.1,223.32,6.5,0.9573867326859191,3674,12432,518.0,132608,8486912
2.52544,-0.005638678013347089,3.8025773,0.22683338016271593,210.94,7.0,198.53,7.0,0.941487101378647,3634,12456,519.0,132864,8503296
2.533924,-0.0058547650836408135,3.5371728,0.22556366115808488,159.84,8.0,202.47,6.7,0.9544261201217356,3669,12480,520.0,133120,8519680
2.5560665,-0.004627301627770066,2.9731305,0.24148980721831323,214.4,6.8,210.22,6.8,0.9292307013657249,3626,12504,521.0,133376,8536064
2.5831988,-0.005240416396409273,2.5495,0.24244855910539628,246.32,6.1,246.39,5.9,0.948767087404103,3665,12528,522.0,133632,8552448
2.5678437,-0.005301712623331695,3.0689237,0.2067124554514885,222.36,6.4,233.93,6.5,0.9718758061988237,3623,12552,523.0,133888,8568832
2.572935,-0.004885540229734034,3.3633022,0.239083349108696,216.02,6.7,194.78,7.0,0.9140756094673527,3655,12576,524.0,134144,8585216
2.5629444,-0.004779219885822385,3.25804,0.22285714715719224,195.02,7.1,229.39,6.2,0.9464936480553112,3631,12600,525.0,134400,8601600
2.5461946,-0.0055419796891510486,3.4072175,0.23398734807968138,217.88,6.3,236.54,6.2,0.939570410084069,3677,12624,526.0,134656,8617984
2.5636942,-0.005410807125736028,3.3186195,0.2366829216480255,226.4,6.8,230.36,6.4,0.964638531844456,3618,12648,527.0,134912,8634368
2.5393906,-0.004896087893284857,3.900162,0.21887505248188974,246.23,5.8,253.7,6.0,0.9489473064424198,3659,12672,528.0,135168,8650752
2.5132027,-0.004932143990881741,3.5932467,0.23115362390875815,170.89,7.4,228.99,6.5,0.9398004090982099,3619,12696,529.0,135424,8667136
2.5217626,-0.004332452032249421,3.3887806,0.22701677531003953,234.5,6.1,205.41,6.8,0.9489796306887386,3621,12720,530.0,135680,8683520
2.5215142,-0.004301108645740896,3.4482093,0.24893312841653825,231.78,6.2,184.94,7.1,0.9444015350663714,3662,12744,531.0,135936,8699904
2.565731,-0.0043698163004592065,2.984251,0.2711941604316235,185.83,7.3,226.89,6.2,0.9311333435178346,3622,12768,532.0,136192,8716288
2.5519369,-0.004908091835677624,3.713268,0.27586647495627403,212.49,6.8,209.92,6.7,0.9264236801042829,3663,12792,533.0,136448,8732672
2.5813477,-0.005707164024934173,2.8165967,0.26709118589758873,197.3,7.2,214.01,6.7,0.9503491594415064,3614,12816,534.0,136704,8749056
2.5694742,-0.005814563548192382,3.14807,0.2627263471484184,208.96,7.1,262.74,5.6,0.9443069634068476,3653,12840,535.0,136960,8765440
2.559652,-0.005180072817020118,3.292249,0.24951081484556198,195.22,6.9,240.44,6.0,0.9435886495245037,3618,12864,536.0,137216,8781824
2.5462987,-0.004947765446268022,3.1959968,0.2375255487859249,221.96,6.5,235.38,6.0,0.9381227906410085,3639,12888,537.0,137472,8798208
2.4938993,-0.0043676809035241605,3.4254398,0.2572705984115601,234.95,6.4,271.82,5.2,0.9320317557368883,3615,12912,538.0,137728,8814592
2.4971445,-0.0045059842010959986,3.4786866,0.3013449490070343,207.22,7.1,221.02,6.2,0.9133067966079924,3642,12936,539.0,137984,8830976
2.5485,-0.004167563989758491,2.9749901,0.2970950949192047,189.12,7.3,266.67,5.3,0.9475215155610397,3660,12960,540.0,138240,8847360
2.5331495,-0.004833678286522627,3.5431736,0.29328316673636434,215.06,6.5,271.7,5.4,0.9457699760478517,3651,12984,541.0,138496,8863744
2.5367045,-0.004539941034745425,3.3910692,0.2998278741538525,232.61,6.4,201.42,6.9,0.9102599533531457,3699,13008,542.0,138752,8880128
2.5570982,-0.004794712096918374,2.8621156,0.29859755784273145,205.36,7.0,225.45,6.7,0.906934766969876,3656,13032,543.0,139008,8896512
2.5705976,-0.004238670701161027,3.0774982,0.2809908203780651,215.13,6.7,210.97,6.8,0.9469937515225537,3683,13056,544.0,139264,8912896
2.556647,-0.005523315598256886,3.643291,0.2778038002550602,232.67,6.2,208.43,6.8,0.9482031581175213,3704,13080,545.0,139520,8929280
2.5605993,-0.004903487192932516,2.7248147,0.2443265115469694,214.19,6.9,206.54,6.8,0.9589228455514636,3661,13104,546.0,139776,8945664
2.5719242,-0.005732669017743319,2.7968411,0.2244270408898592,230.28,6.7,234.39,6.3,0.9254588158321863,3697,13128,547.0,140032,8962048
2.5745401,-0.00536559924017638,2.8038545,0.21763291619718075,174.95,7.3,234.08,6.3,0.94901011625746,3671,13152,548.0,140288,8978432
2.5254595,-0.004721556706354022,3.0769808,0.22645524300634862,237.03,6.1,211.69,6.7,0.9398729182132186,3689,13176,549.0,140544,8994816
2.4851193,-0.00430846989620477,3.6862936,0.22811365216970445,211.43,6.7,192.83,7.0,0.9563956444590408,3630,13200,550.0,140800,9011200
2.4662106,-0.004786624885164201,4.659036,0.2240344525873661,240.55,6.0,203.39,6.8,0.9470354690933048,3659,13224,551.0,141056,9027584
2.509577,-0.004919240712188184,3.7634175,0.2673810537159443,168.17,7.7,225.48,6.3,0.9157416958068977,3625,13248,552.0,141312,9043968
2.4417229,-0.004352866192348302,4.649885,0.28800408691167834,211.79,7.0,217.46,6.5,0.9357687335692255,3671,13272,553.0,141568,9060352
2.5275111,-0.0040274718729779125,3.8361993,0.29800926595926286,209.44,7.1,233.91,6.5,0.9447740919737172,3658,13296,554.0,141824,9076736
2.531433,-0.0045218386407941576,3.8675525,0.2987454552948475,226.09,6.6,226.1,6.4,0.9368646478594458,3711,13320,555.0,142080,9093120
2.5768013,-0.003836350473575294,2.9737108,0.2771847009658813,233.03,6.1,197.19,7.2,0.9272540732486305,3620,13344,556.0,142336,9109504
2.563835,-0.005038657535333186,3.1244512,0.24915180027484893,229.97,6.4,238.96,6.7,0.9423685420911357,3657,13368,557.0,142592,9125888
2.5811272,-0.004623599566984922,3.1082048,0.2335961690545082,225.93,6.3,256.32,6.2,0.9612515559673417,3626,13392,558.0,142848,9142272
2.5790942,-0.0043056301190517845,3.108944,0.23393252611160278,238.27,6.3,203.5,7.1,0.9390599256530342,3662,13416,559.0,143104,9158656
2.5453396,-0.004076437063049525,3.6553419,0.23668066933751106,243.39,6.4,215.18,6.7,0.9360457459130364,3638,13440,560.0,143360,9175040
2.5234795,-0.0043199463747441765,3.8506262,0.22531584426760673,234.85,6.3,187.38,7.2,0.9572452145144617,3616,13464,561.0,143616,9191424
2.566263,-0.004909336532000453,3.0089889,0.23318010315299034,223.17,6.5,219.19,7.0,0.9527370005728631,3668,13488,562.0,143872,9207808
2.557262,-0.004882322500925511,3.3359573,0.2369608087837696,233.98,6.5,266.54,6.0,0.9411428973262889,3662,13512,563.0,144128,9224192
2.5549042,-0.00410564529011026,3.0636992,0.22714125633239746,232.9,6.6,251.85,6.2,0.9460849280060976,3690,13536,564.0,144384,9240576
